old_spec	old_req_name	current_disposition	current_rationale
storybook-component-testing	Component-level visual regression detects unintended changes	OUT:runbook	CI pipeline mechanics; no user actor
storybook-component-testing	A single visual-regression pipeline is maintained	OUT:runbook	CI pipeline consolidation/retirement of legacy mobile-visual pipeline; no user actor
storybook-component-testing	Unit and component test suites are isolated but jointly gated	OUT:runbook	CI gating mechanics; no user actor
unified-check-interface	Makefile with standard targets in every repo	OUT:delete	no user actor: cross-repo Makefile/CI tooling mechanics, no lasting product value
unified-check-interface	CI workflows use Makefile targets	OUT:delete	no user actor: CI workflow wiring to Makefile targets
usecase-test-coverage	TicketEmailUsecase Create Tests	OUT:lint	test inventory requirement per spec Purpose; no user actor; names TicketEmailUsecase implementation type
usecase-test-coverage	TicketEmailUsecase Update Tests	OUT:lint	test inventory requirement per spec Purpose; no user actor; names TicketEmailUsecase implementation type
usecase-test-coverage	TicketEmailUsecase Helper Tests	OUT:lint	test inventory requirement per spec Purpose; no user actor; names TicketEmailUsecase implementation type
usecase-test-coverage	ArtistImageSyncUsecase SyncArtistImage Tests	OUT:lint	test inventory requirement per spec Purpose; no user actor; names ArtistImageSyncUsecase implementation type
usecase-test-coverage	Adapter mapper test coverage	OUT:lint	test inventory requirement per spec Purpose; no user actor
usecase-test-coverage	Messaging layer test coverage	OUT:lint	test inventory requirement per spec Purpose; no user actor
usecase-test-coverage	User event consumer test coverage	OUT:lint	test inventory requirement per spec Purpose; no user actor
usecase-test-coverage	Package utility test coverage	OUT:lint	test inventory requirement per spec Purpose; no user actor
watermill-structured-logging	Watermill logs use structured JSON output	OUT:design-doc	backend logging-library technology decision, no user actor
web-push-delivery-alerting	Alert on sustained push delivery failure	OUT:runbook	Cloud Monitoring alert on delivery-failure ratio; operational, no user actor
web-push-delivery-alerting	Alert on active-subscription starvation	OUT:runbook	Cloud Monitoring alert on subscription starvation; operational, no user actor
workload-naming-convention	Workload names follow the audience-tier scheme	OUT:design-doc	Kubernetes workload naming convention; no user actor
workload-naming-convention	Derived resources share the workload stem with uniform suffixes	OUT:design-doc	resource naming convention (Service/HTTPRoute/etc suffixes); no user actor
workload-naming-convention	GCP identities and image repositories key off the same principal	OUT:design-doc	GCP identity/image-repo naming convention; no user actor
workload-naming-convention	A canonical name mapping is the authoritative reference	OUT:design-doc	maintenance of a naming-migration reference table; no user actor
workload-naming-convention	Renames use an additive create-new then cutover then delete-old migration	OUT:runbook	"operational migration procedure for renaming live workloads; ""brief"" interruption is qualitative, no user actor"
zitadel-action-webhook	Webhook Authentication via Zitadel-Issued JWT Signature	OUT:design-doc	backend security-architecture decision (JWKS signature validation); no user actor
zitadel-action-webhook	Webhook Reachable Only Within Cluster	OUT:runbook	in-cluster Service/port topology (fan-api-webhook-svc, authn.Middleware); no user actor
zitadel-observability	Alert on Zitadel API request latency p99	OUT:runbook	latency alert policy is operational monitoring, no user actor
zitadel-observability	Alert on backend JWT validation error rate	OUT:runbook	JWT error-rate alert policy is operational monitoring, no user actor
zitadel-observability	Cloud SQL connection-pool dashboard panel for Zitadel database	OUT:runbook	dashboard panel is operational observability, no user actor
zitadel-observability	Weekly Zitadel API restart CronJob in dev	OUT:runbook	band-aid CronJob is an operational mitigation, no user actor
zitadel-observability	Operator runbook for the Zitadel hang incident shape	OUT:runbook	operator runbook document, no user actor
zitadel-self-hosted-deployment	Two-Container Deployment with Path-Based Routing	OUT:design-doc	container/routing topology is infra deployment shape, no user actor
zitadel-self-hosted-deployment	TLS Terminated at Gateway, Cluster Traffic Unencrypted	OUT:design-doc	TLS termination point is infra config, no user actor
zitadel-self-hosted-deployment	Cloud SQL Connection via Auth Proxy Sidecar with IAM Authentication	OUT:design-doc	Cloud SQL sidecar auth wiring is infra config, no user actor
zitadel-self-hosted-deployment	Cloud SQL Database and IAM User Pre-Provisioned by Pulumi	OUT:design-doc	Pulumi-provisioned DB/IAM resources, no user actor
zitadel-self-hosted-deployment	Connection Pool Sized Within Dev Connection Budget	OUT:runbook	connection pool sizing is an operational budget constraint, no user actor
zitadel-self-hosted-deployment	Bootstrap Admin Machine Key Stored in Secret Manager	OUT:runbook	bootstrap secret lifecycle; legacy GSM name renamed, no user actor
zitadel-self-hosted-deployment	Backend MachineKey Lifecycle Tied to Zitadel-Side Identity	OUT:runbook	GSM naming/rotation lifecycle tied to legacy incident, no user actor
zitadel-self-hosted-deployment	Masterkey Generated Once and Stored Immutably	OUT:runbook	masterkey generation/storage is an operational secrets constraint, no user actor
zitadel-self-hosted-deployment	Resilient Scheduling on Shared Spot Node Pool	OUT:runbook	pod scheduling/PDB posture is operational resilience, no user actor
zitadel-self-hosted-deployment	GSM Naming Convention for Zitadel MachineKey Credentials	OUT:design-doc	GSM secret naming convention is an infra naming decision, no user actor
zitadel-self-hosted-deployment	Per-Environment Overlay Topology	OUT:design-doc	Kustomize overlay topology is deployment structure, no user actor
zitadel-self-hosted-deployment	Single Unified Zitadel Class Across All Environments	OUT:design-doc	Pulumi class structure is IaC code organization, no user actor
zitadel-self-hosted-deployment	Per-Environment Configuration Values Sourced From Env-Keyed Map	OUT:lint	env-keyed config-map convention is an IaC coding convention, no user actor
zitadel-self-hosted-deployment	Backend MachineUser Lives in Product Org Across All Environments	OUT:design-doc	Zitadel org/MachineUser placement is a security architecture decision, no user actor
zitadel-self-hosted-deployment	Cost Guardrails and Observability Applied to All Environments	OUT:runbook	monitoring/budget provisioning is operational, no user actor
zitadel-self-hosted-deployment	Zitadel Deployment Rendered by Official Helm Chart	OUT:design-doc	Helm chart rendering choice is a deployment technology decision, no user actor
zitadel-self-hosted-deployment	Login V2 UI Routes Outbound Calls Via Cluster-Internal Service Using CUSTOM_REQUEST_HEADERS	OUT:design-doc	outbound header routing for in-cluster calls is infra config, no user actor
zitadel-self-hosted-deployment	Zitadel Version Upgrades Applied by Pinned-Tag Edit with Boot-Time Migration and Post-Upgrade Verification	OUT:runbook	version upgrade procedure is an operational runbook item, no user actor
zitadel-self-hosted-deployment	Outbound HTTP Client Permits In-Cluster Webhook Targets While Retaining SSRF Protection	OUT:design-doc	SSRF deny-list CIDR configuration is infra security config, no user actor
