old_spec	old_req_name	scen_idx	scen_hash	scen_title	routing	verified_by
concert-service	Listed Venue Name Preservation	1	15b4b1fa	Listed venue name is non-empty for discovered concerts	FOLLOW_PARENT	
concert-service	Venue AdminArea Persistence	0	e988704a	AdminArea stored on new venue creation	FOLLOW_PARENT	
concert-service	Venue AdminArea Persistence	1	97ce1a59	AdminArea is NULL when not extracted	FOLLOW_PARENT	
concert-service	List Concerts by Follower	0	654dad4e	Authenticated user with followed artists	FOLLOW_PARENT	
concert-service	List Concerts by Follower	1	6b7ad353	Authenticated user with no followed artists	FOLLOW_PARENT	
concert-service	List Concerts by Follower	2	0f28e111	Unauthenticated caller	FOLLOW_PARENT	
concert-service	List Concerts by Follower	3	d9efb9d2	ProximityGroup field structure	FOLLOW_PARENT	
concert-service	List Concerts by Follower	4	38cdce96	Single SQL query execution	FOLLOW_PARENT	
concert-service	Event Natural Key Constraint	0	161ca26f	Duplicate event insert is rejected	FOLLOW_PARENT	
concert-service	Event Natural Key Constraint	1	75edc061	NULL-safe equality for start_at in constraint	FOLLOW_PARENT	
concert-service	Event Natural Key Constraint	2	9f2e3b6d	Same venue and date with different start_at	FOLLOW_PARENT	
concert-service	Concert UPSERT on Natural Key	0	a15aedce	Insert new event (no conflict)	FOLLOW_PARENT	
concert-service	Concert UPSERT on Natural Key	1	475566f4	Different start_at inserts new row (not UPSERT)	FOLLOW_PARENT	
concert-service	Concert UPSERT on Natural Key	2	54e1223c	Conflict with richer open_at — update existing	FOLLOW_PARENT	
concert-service	Concert UPSERT on Natural Key	3	02ac100c	Conflict does not overwrite existing non-NULL open_at with NULL	FOLLOW_PARENT	
concert-service	Concert UPSERT on Natural Key	4	7645258f	Concerts row skipped for UPSERTed events with different UUID	FOLLOW_PARENT	
concert-service	Duplicate Data Cleanup Migration	0	9f98445d	Dedup retains earliest event per natural key	FOLLOW_PARENT	
concert-service	Duplicate Data Cleanup Migration	1	7a9b78d1	Migration is idempotent	FOLLOW_PARENT	
concert-service	Duplicate Data Cleanup Migration	2	417dfea1	UNIQUE constraint applied after cleanup	FOLLOW_PARENT	
concert-service	ConcertService handler timeout isolation	0	90df6eb9	SearchNewConcerts completes within 120 seconds	FOLLOW_PARENT	
concert-service	ConcertService handler timeout isolation	1	afbedf1b	SearchNewConcerts exceeds 120 seconds	FOLLOW_PARENT	
concert-service	ConcertService handler timeout isolation	2	8869907c	Other services retain default timeout	FOLLOW_PARENT	
concert-service	GKE Gateway timeout for ConcertService	0	f3ae7568	Gateway timeout exceeds handler timeout	FOLLOW_PARENT	
concert-service	ListByLocation RPC	0	7a4bbf9d	Successful proximity-grouped listing	FOLLOW_PARENT	
concert-service	ListByLocation RPC	1	e4c5ee76	Date range validation — range exceeds 30 days	FOLLOW_PARENT	
concert-service	ListByLocation RPC	2	6b981b74	Date range validation — from after to (inverted range)	FOLLOW_PARENT	
concert-service	ListByLocation RPC	3	7d5247d3	No concerts found	FOLLOW_PARENT	
concert-service	ListByLocation RPC	4	2cf13924	GeoLocation HOME classification	FOLLOW_PARENT	
concert-service	ListByLocation RPC	5	b98e5ce5	GeoLocation NEARBY classification	FOLLOW_PARENT	
concert-service	ListByLocation RPC	6	53ff06d0	AWAY concerts excluded	FOLLOW_PARENT	
concert-service	ListByLocation RPC	7	b0a55317	Unauthenticated access	FOLLOW_PARENT	
concert-service	ListByLocation RPC	8	ed7d2f95	ConcertRepository.ListByLocation query	FOLLOW_PARENT	
connect-rpc-cors	CORS Middleware for Connect-RPC	0	6416d72f	Preflight request handled	FOLLOW_PARENT	
connect-rpc-cors	CORS Middleware for Connect-RPC	1	6d230941	Actual request succeeds	FOLLOW_PARENT	
connect-rpc-cors	Allowed Origins Configuration	0	050451f5	Origin list from environment	FOLLOW_PARENT	
connect-rpc-cors	Allowed Origins Configuration	1	cc0e6485	Origin not in list	FOLLOW_PARENT	
connect-rpc-cors	Connect-RPC Protocol Headers	0	1c428c72	Connect headers allowed	FOLLOW_PARENT	
connect-rpc-cors	Connect-RPC Protocol Headers	1	29b55f4f	Trailers exposed	FOLLOW_PARENT	
connect-rpc-cors	Authorization Header Support	0	fddac3fa	Bearer token accepted	FOLLOW_PARENT	
connect-rpc-cors	CORS Validation at Startup	0	a30b9f67	Missing origins logged	FOLLOW_PARENT	
consumer-poison-queue-alerting	Poison Queue consumer emits ERROR logs	0	193b9429	Message is routed to Poison Queue after max retries	FOLLOW_PARENT	
consumer-poison-queue-alerting	Poison Queue consumer emits ERROR logs	1	8c738436	Poison Queue consumer ERROR log triggers workload alert	FOLLOW_PARENT	
consumer-poison-queue-alerting	Poison Queue consumer emits ERROR logs	2	77954d52	Consumer is scaled to zero when message is poisoned	FOLLOW_PARENT	
consumer-poison-queue-alerting	NATS POISON stream lag alert	0	b45fb27b	Messages accumulate in POISON stream	FOLLOW_PARENT	
consumer-poison-queue-alerting	NATS POISON stream lag alert	1	10e2e201	POISON stream is empty	FOLLOW_PARENT	
consumer-poison-queue-alerting	NATS POISON stream lag alert	2	892dc57b	Alert uses same notification channels as backend workload alerts	FOLLOW_PARENT	
continuous-delivery	ArgoCD Manifests	0	aec870ba	Manifest Availability	FOLLOW_PARENT	
continuous-delivery	ArgoCD Manifests	1	9ba018bb	Unused components are disabled	FOLLOW_PARENT	
continuous-delivery	Internal Web UI Access	0	bd0c95a9	Port Forward Access	FOLLOW_PARENT	
continuous-delivery	Git Repository Integration	0	3add723a	Public Repository Connection	FOLLOW_PARENT	
continuous-delivery	Root Application	0	cbed728f	Root App Exists	FOLLOW_PARENT	
continuous-delivery	Image Build and Publish	0	54f1bc4b	Push to Main	FOLLOW_PARENT	
continuous-delivery	Secure CI Authentication	0	cc72f541	Action Authentication	FOLLOW_PARENT	
continuous-delivery	Backend Application Provisioning	0	33635369	App Config Exists	FOLLOW_PARENT	
continuous-delivery	ArgoCD SHALL sync Atlas migration resources from backend repo	0	7e75d4af	Migration ArgoCD Application	FOLLOW_PARENT	
continuous-delivery	Migration sync wave SHALL precede application deployment	0	933476ef	Sync ordering	FOLLOW_PARENT	
coordinates-vo	Coordinates Value Object	0	1dd8dfbe	Proto Coordinates message	FOLLOW_PARENT	
coordinates-vo	Coordinates Value Object	1	88a879d2	Go entity Coordinates struct	FOLLOW_PARENT	
coordinates-vo	Coordinates Value Object	2	bc6b12fc	Coordinates used by Home centroid	FOLLOW_PARENT	
coordinates-vo	Coordinates Value Object	3	468c77d4	Coordinates used by Venue location	FOLLOW_PARENT	
coordinates-vo	Coordinates Value Object	4	96a2c08a	Coordinates round-trip through venue repository	FOLLOW_PARENT	
coordinates-vo	Coordinates Value Object	5	a4b8c658	Coordinates mapping in concert listing	FOLLOW_PARENT	
coordinates-vo	Coordinates Value Object	6	776f7733	PlaceSearcher adapters map external coordinates to entity.Coordinates	FOLLOW_PARENT	
css-linting	Stylelint enforces modern color functions	0	14020574	Legacy rgb/rgba rejected	FOLLOW_PARENT	
css-linting	Stylelint enforces modern color functions	1	4a994bec	Hex colors rejected	FOLLOW_PARENT	
css-linting	Stylelint enforces modern color functions	2	bc9ccccc	OKLCH accepted	FOLLOW_PARENT	
css-linting	Stylelint enforces CSS Logical Properties	0	fa68785a	Physical margin/padding rejected	FOLLOW_PARENT	
css-linting	Stylelint enforces CSS Logical Properties	1	2136de78	Physical positional properties rejected	FOLLOW_PARENT	
css-linting	Stylelint enforces CSS Logical Properties	2	72770c74	Physical border properties rejected	FOLLOW_PARENT	
css-linting	Stylelint enforces CSS Logical Properties	3	7f66a59c	Logical equivalents accepted	FOLLOW_PARENT	
css-linting	Stylelint enforces Container Queries over viewport-width media queries	0	42301da5	Viewport-width media query rejected	FOLLOW_PARENT	
css-linting	Stylelint enforces Container Queries over viewport-width media queries	1	30b0845a	Preference media queries allowed	FOLLOW_PARENT	
css-linting	Stylelint enforces Container Queries over viewport-width media queries	2	e05eb3ff	Container queries allowed	FOLLOW_PARENT	
css-linting	Stylelint prevents CSS anti-patterns	0	d6d65f83	z-index rejected	FOLLOW_PARENT	
css-linting	Stylelint prevents CSS anti-patterns	1	5634b99c	!important rejected	FOLLOW_PARENT	
css-linting	Stylelint prevents CSS anti-patterns	2	0a90e6c1	Float layout rejected	FOLLOW_PARENT	
css-linting	Stylelint prevents CSS anti-patterns	3	604bc8fd	ID selectors rejected	FOLLOW_PARENT	
css-linting	Stylelint prevents CSS anti-patterns	4	58f2c555	Excessive specificity rejected	FOLLOW_PARENT	
css-linting	Stylelint prevents CSS anti-patterns	5	d16dd01f	Deep selector nesting rejected	FOLLOW_PARENT	
css-linting	Stylelint enforces property declaration ordering	0	a6d22249	Properties ordered by group	FOLLOW_PARENT	
css-linting	Stylelint compatible with modern CSS at-rules	0	6c78d8e8	Standard CSS at-rules accepted	FOLLOW_PARENT	
css-linting	Stylelint compatible with modern CSS at-rules	1	647315e1	Modern CSS at-rules accepted	FOLLOW_PARENT	
css-linting	Stylelint enforces stacking context management	0	17a2c4be	No stylelint-disable for z-index	FOLLOW_PARENT	
css-linting	Stylelint enforces stacking context management	1	99f4614b	No magic numbers for sticky offsets	FOLLOW_PARENT	
css-linting	Stylelint enforces accessibility media queries	0	b5128798	prefers-contrast allowed	FOLLOW_PARENT	
css-linting	Stylelint enforces accessibility media queries	1	4ea1c133	forced-colors allowed	FOLLOW_PARENT	
css-linting	Stylelint enforces accessibility media queries	2	3a35e66d	prefers-reduced-motion allowed	FOLLOW_PARENT	
css-linting	Stylelint enforces accessibility media queries	3	4aff6c4e	CUBE CSS plugin rules configured	FOLLOW_PARENT	
css-linting	Stylelint integrated into CI pipeline	0	eff97471	make lint runs Stylelint	FOLLOW_PARENT	
css-linting	Stylelint integrated into CI pipeline	1	9d79c900	make check gates commits	FOLLOW_PARENT	
css-state-management	Three-layer responsibility separation	0	d6c1f466	TS ViewModel declares state as typed values	FOLLOW_PARENT	
css-state-management	Three-layer responsibility separation	1	b571a658	Template passes through without transformation	FOLLOW_PARENT	
css-state-management	Discrete visual state via `data-*.bind`	0	f90aed40	Enum state binding	FOLLOW_PARENT	
css-state-management	Discrete visual state via `data-*.bind`	1	9f17a157	Boolean state binding	FOLLOW_PARENT	
css-state-management	Discrete visual state via `data-*.bind`	2	8b62b969	No string interpolation in data-* attributes	FOLLOW_PARENT	
css-state-management	Discrete visual state via `data-*.bind`	3	e5403ea1	Multiple orthogonal states	FOLLOW_PARENT	
css-state-management	Parent container strategy for shared state flags	0	d7523bbf	Multiple children controlled by one flag	FOLLOW_PARENT	
css-state-management	Total `style` attribute ban in templates	0	45d364d9	Continuous dynamic values via custom attributes	FOLLOW_PARENT	
css-state-management	Total `style` attribute ban in templates	1	ab1253f8	Dynamic color via custom attribute	FOLLOW_PARENT	
css-state-management	Total `style` attribute ban in templates	2	84cfca94	Component-local custom property naming	FOLLOW_PARENT	
css-state-management	Total `style` attribute ban in templates	3	069cf125	Static values moved to CSS	FOLLOW_PARENT	
css-state-management	Total `style` attribute ban in templates	4	221cfc87	Lint enforcement	FOLLOW_PARENT	
css-state-management	CSS `attr()` migration path	0	4065c1de	Future migration to CSS `attr()`	FOLLOW_PARENT	
css-state-management	Animation lifecycle via CSS events	0	75f12271	Exit transition cleanup	FOLLOW_PARENT	
css-state-management	Animation lifecycle via CSS events	1	254bee60	Display duration via CSS animation	FOLLOW_PARENT	
css-state-management	Animation lifecycle via CSS events	2	35134b3e	Reduced motion bypass	FOLLOW_PARENT	
css-state-management	Animation lifecycle via CSS events	3	33dc4f4c	Animation duration single source of truth	FOLLOW_PARENT	
css-state-management	No if.bind for visual-only visibility	0	7a3b5879	Popover element stays in DOM	FOLLOW_PARENT	
css-state-management	No if.bind for visual-only visibility	1	82fb72ba	Overlay with exit animation	FOLLOW_PARENT	
css-state-management	Custom attributes for JS→CSS bridge only	0	27978189	Custom attribute for continuous value	FOLLOW_PARENT	
css-state-management	Custom attributes for JS→CSS bridge only	1	289dc748	No custom attribute for discrete state	FOLLOW_PARENT	
cube-css-architecture	CUBE CSS layer ordering via `@layer`	0	42718601	Layer order declared in main.css	FOLLOW_PARENT	
cube-css-architecture	CUBE CSS layer ordering via `@layer`	1	320c13c1	No styles outside @layer	FOLLOW_PARENT	
cube-css-architecture	CSS entry point at `src/styles/main.css`	0	39f14e5b	main.ts imports main.css	FOLLOW_PARENT	
cube-css-architecture	CSS entry point at `src/styles/main.css`	1	64de75eb	main.css imports in correct order	FOLLOW_PARENT	
cube-css-architecture	Design tokens in `tokens.css` as plain CSS custom properties	0	9fa154e9	Token file contains all design tokens	FOLLOW_PARENT	
cube-css-architecture	Design tokens in `tokens.css` as plain CSS custom properties	1	5036ca37	Token values use OKLCH color model	FOLLOW_PARENT	
cube-css-architecture	Browser reset in `reset.css` using `:where()` for zero specificity	0	16e35bdc	Reset uses :where() wrapper	FOLLOW_PARENT	
cube-css-architecture	Browser reset in `reset.css` using `:where()` for zero specificity	1	2a4de32d	Reset has zero specificity	FOLLOW_PARENT	
cube-css-architecture	Global layer for base element styling	0	91a77a37	Bare elements are visually correct without classes	FOLLOW_PARENT	
cube-css-architecture	Global layer for base element styling	1	fa51b8e0	View transitions defined in global layer	FOLLOW_PARENT	
cube-css-architecture	Composition layer for layout primitives	0	350b577e	Flow composition (vertical rhythm)	FOLLOW_PARENT	
cube-css-architecture	Composition layer for layout primitives	1	87448851	Stack composition	FOLLOW_PARENT	
cube-css-architecture	Composition layer for layout primitives	2	3289d8dd	Cluster composition	FOLLOW_PARENT	
cube-css-architecture	Composition layer for layout primitives	3	b81d3fd2	Center composition	FOLLOW_PARENT	
cube-css-architecture	Composition layer for layout primitives	4	ebcb5fc0	Wrapper composition	FOLLOW_PARENT	
cube-css-architecture	Composition layer for layout primitives	5	d28a11be	Compositions contain no visual properties	FOLLOW_PARENT	
cube-css-architecture	Utility layer for single-purpose helpers	0	4f6a5725	Animation keyframes and utility classes	FOLLOW_PARENT	
cube-css-architecture	Utility layer for single-purpose helpers	1	a6ed2e06	Reduced motion override	FOLLOW_PARENT	
cube-css-architecture	Utility layer for single-purpose helpers	2	ff82bbcb	Utilities limited to single property	FOLLOW_PARENT	
cube-css-architecture	Block layer for component-scoped styles	0	a2b9a701	Component CSS uses @scope	FOLLOW_PARENT	
cube-css-architecture	Block layer for component-scoped styles	1	6416f390	Block files limited to ~80 lines	FOLLOW_PARENT	
cube-css-architecture	Block layer for component-scoped styles	2	f7ddabd2	One block per file	FOLLOW_PARENT	
cube-css-architecture	Exception layer for state deviations via `data-*` attributes	0	aa7bc968	State-driven styling uses data-*.bind	FOLLOW_PARENT	
cube-css-architecture	Exception layer for state deviations via `data-*` attributes	1	63eddf2c	Boolean state uses value matching	FOLLOW_PARENT	
cube-css-architecture	Exception layer for state deviations via `data-*` attributes	2	53058878	Parent container strategy for shared state	FOLLOW_PARENT	
cube-css-architecture	Exception layer for state deviations via `data-*` attributes	3	1f0c1d34	Stylelint enforces data attribute convention	FOLLOW_PARENT	
cube-css-architecture	Exception layer for state deviations via `data-*` attributes	4	02786e7b	Class ternary patterns prohibited for visual state	FOLLOW_PARENT	
cube-css-architecture	Exception layer for state deviations via `data-*` attributes	5	c4623187	No ternary expressions in template bindings	FOLLOW_PARENT	
cube-css-architecture	Spacing controlled by parent, not child	0	3911bb21	No child margin for spacing	FOLLOW_PARENT	
cube-css-architecture	Spacing controlled by parent, not child	1	9b399e7d	Internal padding uses fluid values	FOLLOW_PARENT	
cube-css-architecture	No TailwindCSS dependency	0	ba51ef75	No Tailwind in build pipeline	FOLLOW_PARENT	
cube-css-architecture	No TailwindCSS dependency	1	6bd7d030	No Tailwind packages in dependencies	FOLLOW_PARENT	
cube-css-architecture	No TailwindCSS dependency	2	bc86fe22	No Tailwind utility classes in HTML	FOLLOW_PARENT	
cube-css-layer-constraints	`cube/exception-data-attr` requires `data-*` selectors in exception layer	0	7e8e5b42	Attribute selector accepted	FOLLOW_PARENT	
cube-css-layer-constraints	`cube/exception-data-attr` requires `data-*` selectors in exception layer	1	37122d12	Pure class selector rejected	FOLLOW_PARENT	
cube-css-layer-constraints	`cube/exception-data-attr` requires `data-*` selectors in exception layer	2	a99b0481	Multiple data attributes accepted	FOLLOW_PARENT	
cube-css-layer-constraints	`cube/exception-data-attr` requires `data-*` selectors in exception layer	3	f2c162aa	Non-exception layers ignored	FOLLOW_PARENT	
cube-css-layer-constraints	`cube/no-visual-in-composition` prohibits visual properties in composition layer	0	03af208c	Layout properties accepted	FOLLOW_PARENT	
cube-css-layer-constraints	`cube/no-visual-in-composition` prohibits visual properties in composition layer	1	4d0d7b63	Color property rejected	FOLLOW_PARENT	
cube-css-layer-constraints	`cube/no-visual-in-composition` prohibits visual properties in composition layer	2	0933d750	Background rejected	FOLLOW_PARENT	
cube-css-layer-constraints	`cube/no-visual-in-composition` prohibits visual properties in composition layer	3	e349f68b	Box-shadow rejected	FOLLOW_PARENT	
cube-css-layer-constraints	`cube/no-visual-in-composition` prohibits visual properties in composition layer	4	a90c5302	Border-radius rejected	FOLLOW_PARENT	
cube-css-layer-constraints	`cube/no-visual-in-composition` prohibits visual properties in composition layer	5	4dfa4da3	Custom visual property set via options	FOLLOW_PARENT	
cube-css-layer-constraints	`cube/utility-single-property` limits properties per utility selector	0	89df3dd1	Single property accepted	FOLLOW_PARENT	
cube-css-layer-constraints	`cube/utility-single-property` limits properties per utility selector	1	c2d5c604	Two tightly related properties accepted	FOLLOW_PARENT	
cube-css-layer-constraints	`cube/utility-single-property` limits properties per utility selector	2	4f6d34d6	Too many properties rejected	FOLLOW_PARENT	
cube-css-layer-constraints	`cube/utility-single-property` limits properties per utility selector	3	0acd3d8e	Custom max configured	FOLLOW_PARENT	
cube-css-layer-constraints	`cube/utility-single-property` limits properties per utility selector	4	c36d9d16	visually-hidden pattern accepted with higher limit	FOLLOW_PARENT	
cube-css-layer-constraints	`cube/block-require-scope` requires `@scope` in block layer	0	53d0a06d	Scoped block accepted	FOLLOW_PARENT	
cube-css-layer-constraints	`cube/block-require-scope` requires `@scope` in block layer	1	9f040a16	Unscoped block rejected	FOLLOW_PARENT	
cube-css-layer-constraints	`cube/block-require-scope` requires `@scope` in block layer	2	66c61a9b	Nested rules inside scope accepted	FOLLOW_PARENT	
cube-css-layer-constraints	`cube/block-require-scope` requires `@scope` in block layer	3	a55ed566	Non-block layers ignored	FOLLOW_PARENT	
cube-css-layer-constraints	`cube/data-attr-naming` restricts data attribute names in exception layer	0	f32db362	`data-state` accepted	FOLLOW_PARENT	
cube-css-layer-constraints	`cube/data-attr-naming` restricts data attribute names in exception layer	1	b2afc313	`data-variant` accepted	FOLLOW_PARENT	
cube-css-layer-constraints	`cube/data-attr-naming` restricts data attribute names in exception layer	2	f07a1c7a	`data-theme` accepted	FOLLOW_PARENT	
cube-css-layer-constraints	`cube/data-attr-naming` restricts data attribute names in exception layer	3	37dc9289	Non-standard data attribute rejected	FOLLOW_PARENT	
cube-css-layer-constraints	`cube/data-attr-naming` restricts data attribute names in exception layer	4	d0e4ad42	Custom allowed attributes via options	FOLLOW_PARENT	
cube-css-layer-enforcement	`cube/require-layer` rejects CSS rules outside `@layer` blocks	0	c2b731e2	Rule inside `@layer` accepted	FOLLOW_PARENT	
cube-css-layer-enforcement	`cube/require-layer` rejects CSS rules outside `@layer` blocks	1	f8b85829	Rule outside `@layer` rejected	FOLLOW_PARENT	
cube-css-layer-enforcement	`cube/require-layer` rejects CSS rules outside `@layer` blocks	2	a11ce989	`@layer` declaration statement accepted	FOLLOW_PARENT	
cube-css-layer-enforcement	`cube/require-layer` rejects CSS rules outside `@layer` blocks	3	612274fb	`@property` at top level accepted	FOLLOW_PARENT	
cube-css-layer-enforcement	`cube/require-layer` rejects CSS rules outside `@layer` blocks	4	9c748e95	`@keyframes` outside `@layer` rejected	FOLLOW_PARENT	
cube-css-layer-enforcement	`cube/layer-order` enforces correct `@layer` declaration order	0	66ea752e	Correct full order accepted	FOLLOW_PARENT	
cube-css-layer-enforcement	`cube/layer-order` enforces correct `@layer` declaration order	1	afe9ca89	Correct partial order accepted	FOLLOW_PARENT	
cube-css-layer-enforcement	`cube/layer-order` enforces correct `@layer` declaration order	2	51d3fe60	Wrong order rejected	FOLLOW_PARENT	
cube-css-layer-enforcement	`cube/layer-order` enforces correct `@layer` declaration order	3	d84af807	Unknown layer name rejected	FOLLOW_PARENT	
cube-css-layer-enforcement	`cube/layer-order` enforces correct `@layer` declaration order	4	74976d0e	Multiple `@layer` block declarations maintain order	FOLLOW_PARENT	
cube-css-layer-enforcement	`cube/layer-order` enforces correct `@layer` declaration order	5	99417d65	Out-of-order `@layer` block declarations rejected	FOLLOW_PARENT	
cube-css-lint-plugin	Plugin registers all rules under the `cube/` namespace	0	3bc28ea5	All 14 rules are registered	FOLLOW_PARENT	
cube-css-lint-plugin	Plugin registers all rules under the `cube/` namespace	1	27191c33	Unknown rule name rejected	FOLLOW_PARENT	
cube-css-lint-plugin	Plugin is a local ESM package	0	76e34e59	Plugin loaded via relative path	FOLLOW_PARENT	
cube-css-lint-plugin	Each rule has comprehensive test coverage	0	03eb1335	Test suite passes	FOLLOW_PARENT	
cube-css-lint-plugin	Shared layer context utility	0	a4517331	Nested node returns correct layer	FOLLOW_PARENT	
cube-css-lint-plugin	Shared layer context utility	1	72a7e8f0	Unlayered node returns null	FOLLOW_PARENT	
cube-css-modern-css-rules	`cube/prefer-vi-over-vw` recommends `vi` unit over `vw`	0	8ae1ab26	`vi` unit accepted	FOLLOW_PARENT	
cube-css-modern-css-rules	`cube/prefer-vi-over-vw` recommends `vi` unit over `vw`	1	2f70e0ca	`vw` unit rejected	FOLLOW_PARENT	
cube-css-modern-css-rules	`cube/prefer-vi-over-vw` recommends `vi` unit over `vw`	2	b4665fc6	`vh` not affected	FOLLOW_PARENT	
cube-css-modern-css-rules	`cube/prefer-vi-over-vw` recommends `vi` unit over `vw`	3	f51767cd	`svw` and `lvw` also rejected	FOLLOW_PARENT	
cube-css-modern-css-rules	`cube/require-container-name` enforces naming containers	0	062d7991	Both properties present accepted	FOLLOW_PARENT	
cube-css-modern-css-rules	`cube/require-container-name` enforces naming containers	1	19cdb013	`container` shorthand with name accepted	FOLLOW_PARENT	
cube-css-modern-css-rules	`cube/require-container-name` enforces naming containers	2	bb6bf70b	`container-type` without `container-name` rejected	FOLLOW_PARENT	
cube-css-modern-css-rules	`cube/require-container-name` enforces naming containers	3	1741fa8c	`container-type: normal` ignored	FOLLOW_PARENT	
cube-css-modern-css-rules	`cube/prefer-color-mix` recommends `color-mix()` for derived colors	0	ee3841bf	`color-mix()` accepted	FOLLOW_PARENT	
cube-css-modern-css-rules	`cube/prefer-color-mix` recommends `color-mix()` for derived colors	1	8a505828	Relative color syntax accepted	FOLLOW_PARENT	
cube-css-modern-css-rules	`cube/prefer-color-mix` recommends `color-mix()` for derived colors	2	b968d2b8	Base color definition accepted	FOLLOW_PARENT	
cube-css-modern-css-rules	`cube/prefer-color-mix` recommends `color-mix()` for derived colors	3	3ab12685	Derived color without `color-mix()` or relative syntax warned	FOLLOW_PARENT	
cube-css-structural-rules	`cube/block-max-lines` limits block size	0	5e93f5bd	Small block accepted	FOLLOW_PARENT	
cube-css-structural-rules	`cube/block-max-lines` limits block size	1	05a44a28	Oversized block rejected	FOLLOW_PARENT	
cube-css-structural-rules	`cube/block-max-lines` limits block size	2	22a6d20d	Custom max configured	FOLLOW_PARENT	
cube-css-structural-rules	`cube/block-max-lines` limits block size	3	73a9faa7	Non-block layers ignored	FOLLOW_PARENT	
cube-css-structural-rules	`cube/one-block-per-file` enforces single block per file	0	7b90fb48	Single scope accepted	FOLLOW_PARENT	
cube-css-structural-rules	`cube/one-block-per-file` enforces single block per file	1	8fc936cf	Multiple scopes rejected	FOLLOW_PARENT	
cube-css-structural-rules	`cube/one-block-per-file` enforces single block per file	2	528c51dc	Files without block layer ignored	FOLLOW_PARENT	
cube-css-structural-rules	`cube/prefer-where-in-reset` recommends `:where()` in reset and global layers	0	a6c2c0b1	`:where()` selector accepted	FOLLOW_PARENT	
cube-css-structural-rules	`cube/prefer-where-in-reset` recommends `:where()` in reset and global layers	1	9335d0a2	Element selector without `:where()` warned	FOLLOW_PARENT	
cube-css-structural-rules	`cube/prefer-where-in-reset` recommends `:where()` in reset and global layers	2	b09244b1	`:root` selector accepted without `:where()`	FOLLOW_PARENT	
cube-css-structural-rules	`cube/prefer-where-in-reset` recommends `:where()` in reset and global layers	3	87fd8c2a	`body` selector accepted without `:where()`	FOLLOW_PARENT	
cube-css-structural-rules	`cube/prefer-where-in-reset` recommends `:where()` in reset and global layers	4	e1dd4ef6	Universal selector in reset accepted	FOLLOW_PARENT	
cube-css-structural-rules	`cube/prefer-where-in-reset` recommends `:where()` in reset and global layers	5	abe61c8c	Non-reset/global layers ignored	FOLLOW_PARENT	
cube-css-token-enforcement	`cube/require-token-variables` enforces `var()` for design token properties	0	7dc00ee3	`var()` value accepted	FOLLOW_PARENT	
cube-css-token-enforcement	`cube/require-token-variables` enforces `var()` for design token properties	1	704ed39b	Raw literal rejected	FOLLOW_PARENT	
cube-css-token-enforcement	`cube/require-token-variables` enforces `var()` for design token properties	2	93c64671	Raw color rejected	FOLLOW_PARENT	
cube-css-token-enforcement	`cube/require-token-variables` enforces `var()` for design token properties	3	88d9f6d5	Raw font-size rejected	FOLLOW_PARENT	
cube-css-token-enforcement	`calc()` expressions must contain at least one `var()`	0	182bd869	calc with var() accepted	FOLLOW_PARENT	
cube-css-token-enforcement	`calc()` expressions must contain at least one `var()`	1	e067e76a	calc with division by literal accepted	FOLLOW_PARENT	
cube-css-token-enforcement	`calc()` expressions must contain at least one `var()`	2	7e71be14	Pure literal calc rejected	FOLLOW_PARENT	
cube-css-token-enforcement	`calc()` expressions must contain at least one `var()`	3	25319761	Nested calc with var() accepted	FOLLOW_PARENT	
cube-css-token-enforcement	Structural values bypass token enforcement	0	881726a1	Zero accepted	FOLLOW_PARENT	
cube-css-token-enforcement	Structural values bypass token enforcement	1	73ac113d	`auto` accepted	FOLLOW_PARENT	
cube-css-token-enforcement	Structural values bypass token enforcement	2	7030028d	`none` accepted	FOLLOW_PARENT	
cube-css-token-enforcement	Structural values bypass token enforcement	3	7acfa986	CSS-wide keywords accepted	FOLLOW_PARENT	
cube-css-token-enforcement	Structural values bypass token enforcement	4	b6e9ce93	`currentColor` accepted	FOLLOW_PARENT	
cube-css-token-enforcement	Structural values bypass token enforcement	5	4f59208a	`transparent` accepted	FOLLOW_PARENT	
cube-css-token-enforcement	Structural values bypass token enforcement	6	6804b599	Grid fractions accepted	FOLLOW_PARENT	
cube-css-token-enforcement	Token definition layers are excluded	0	25ea37ee	Raw value in global layer accepted	FOLLOW_PARENT	
cube-css-token-enforcement	Token definition layers are excluded	1	fa008a1f	Raw value in reset layer accepted	FOLLOW_PARENT	
cube-css-token-enforcement	Duration and easing properties are token-enforced	0	344d99a4	Duration token accepted	FOLLOW_PARENT	
cube-css-token-enforcement	Duration and easing properties are token-enforced	1	5e889a35	Raw duration rejected	FOLLOW_PARENT	
cube-css-token-enforcement	Configurable property list	0	5f08647e	Custom properties list	FOLLOW_PARENT	
dashboard-artist-filter	URL-driven artist filter	0	da3b117f	Single artist filter from URL	FOLLOW_PARENT	
dashboard-artist-filter	URL-driven artist filter	1	8587c1ed	Multiple artist filter from URL	FOLLOW_PARENT	
dashboard-artist-filter	URL-driven artist filter	2	7e785051	No filter — unfiltered view preserved	FOLLOW_PARENT	
dashboard-artist-filter	URL-driven artist filter	3	76eb7ecc	Unknown artist ID in filter	FOLLOW_PARENT	
dashboard-artist-filter	URL-driven artist filter	4	c790d43f	Filter yields empty result	FOLLOW_PARENT	
dashboard-artist-filter	Filter state synchronised with URL	0	d419b05c	User adds an artist to the filter	FOLLOW_PARENT	
