old_spec	old_req_name	req_hash	scen_n	disposition	target_path	new_req_name	merge_group	rewrite_flags	confidence	rationale
cube-css-layer-enforcement	`cube/layer-order` enforces correct `@layer` declaration order	759a1bb8	6							p=29 n=12
cube-css-lint-plugin	Plugin registers all rules under the `cube/` namespace	e487d337	2							p=5 n=5
cube-css-lint-plugin	Plugin is a local ESM package	6c791ca2	1							p=0 n=5
cube-css-lint-plugin	Each rule has comprehensive test coverage	b348525b	1							p=0 n=4
cube-css-lint-plugin	Shared layer context utility	743ff014	2							p=0 n=3
cube-css-modern-css-rules	`cube/prefer-vi-over-vw` recommends `vi` unit over `vw`	1278a050	4							p=0 n=0
cube-css-modern-css-rules	`cube/require-container-name` enforces naming containers	003380e3	4							p=0 n=0
cube-css-modern-css-rules	`cube/prefer-color-mix` recommends `color-mix()` for derived colors	2feb81c4	4							p=0 n=17
cube-css-structural-rules	`cube/block-max-lines` limits block size	d58f44f7	4							p=0 n=4
cube-css-structural-rules	`cube/one-block-per-file` enforces single block per file	61b7046a	3							p=0 n=4
cube-css-structural-rules	`cube/prefer-where-in-reset` recommends `:where()` in reset and global layers	720e0ab9	6							p=0 n=10
cube-css-token-enforcement	`cube/require-token-variables` enforces `var()` for design token properties	712cab6d	4							p=0 n=6
cube-css-token-enforcement	`calc()` expressions must contain at least one `var()`	ec76b54f	4							p=0 n=7
cube-css-token-enforcement	Structural values bypass token enforcement	79ff9e3e	7							p=0 n=6
cube-css-token-enforcement	Token definition layers are excluded	e979703e	2							p=0 n=3
cube-css-token-enforcement	Duration and easing properties are token-enforced	9d0b12c8	2							p=0 n=2
cube-css-token-enforcement	Configurable property list	d86d3083	1							p=3 n=0
dashboard-artist-filter	URL-driven artist filter	25fc4638	5							p=63 n=0
dashboard-artist-filter	Filter state synchronised with URL	fb16e97d	2							p=24 n=0
dashboard-artist-filter	Filter chip UI in page header	5f409ecb	4							p=15 n=0
dashboard-artist-filter	Artist-selection bottom sheet	3d09f65b	12							p=84 n=0
dashboard-artist-filter	Push notification deep-link to filtered dashboard	15095e79	2							p=54 n=0
dashboard-artist-filter	Filter availability for guest users	a75c82bc	2							p=19 n=0
dashboard-concert-cache	listByFollower results are cached in memory for the session	91ddd61d	4							p=16 n=0
dashboard-concert-cache	Concert cache is invalidated on follow	cd4d8d5d	2							p=34 n=0
dashboard-concert-cache	listFollowed RPC provides hype data on every dashboard load	7ca617ff	2							p=26 n=0
dashboard-concert-cache	All Nearby mode uses ListByLocation	ad233d4e	3							p=16 n=0
dashboard-date-filter	Default today-onward timetable	4b946cc4	2							p=20 n=0
dashboard-date-filter	URL-driven date filter	cf52684f	3							p=13 n=0
dashboard-date-filter	Date facet in the filter bottom sheet	9caf60dc	4							p=24 n=0
dashboard-date-filter	Date filter state persistence	14da1d10	1							p=6 n=0
dashboard-journey-filter	URL-driven journey filter	4a7a935b	6							p=38 n=0
dashboard-journey-filter	Journey filter combines with artist filter	febe6296	3							p=27 n=0
dashboard-journey-filter	Journey filter state synchronised with URL	b3e883d6	3							p=24 n=0
dashboard-journey-filter	Journey-status facet in the filter sheet	a657ff32	6							p=19 n=0
dashboard-journey-filter	Journey facet visible to authenticated users only	a8ef4501	3							p=11 n=0
database	Schema migrations MUST be applied before serving traffic	dedc7c7a	1							p=1 n=4
database	The system MUST provide persistent relational storage	096ab94c	3							p=2 n=8
database	Application data SHALL reside in a dedicated schema	544e3b01	1							p=0 n=0
database	Database tables SHALL NOT include metadata timestamp columns	572c52f2	2							p=13 n=0
database-migration	The system MUST apply pending database migrations on startup	1303699d	3							p=3 n=0
database-migration	The system MUST prevent concurrent migration execution	530f163d	1							p=0 n=0
database-migration	The system MUST fail startup on migration error	dc8997e7	1							p=0 n=0
database-migration	The system MUST embed migration files in the binary	f8abe4cc	1							p=0 n=0
database-migration	The CI pipeline MUST validate migration file ordering	30e04b62	2							p=4 n=6
db-trace-correlation	OTel span creation for database queries	abda625f	5							p=5 n=2
db-trace-correlation	sqlcommenter traceparent injection	af7e7871	2							p=0 n=1
db-trace-correlation	Transparent pool wrapping	42ea95e2	2							p=0 n=0
db-trace-correlation	Transaction query tracing	af002122	2							p=1 n=0
deployment-infrastructure	Workload Identity Federation (WIF)	3631463f	1							p=0 n=2
deployment-infrastructure	Pulumi OIDC Provider	a6facd11	1							p=1 n=6
deployment-infrastructure	Deployment Service Account	52368275	1							p=0 n=4
deployment-infrastructure	Native Managed OIDC Deployment	a72ea9f7	1							p=1 n=5
deployment-infrastructure	Automated PR Flow	da0a5d41	2							p=0 n=3
deployment-infrastructure	Automated Merge Flow (Dev)	32125426	1							p=1 n=2
deployment-infrastructure	Manual Deployment Flow (Prod)	569e38f9	1							p=1 n=2
deployment-infrastructure	Dedicated CD Namespace	7d12163e	2							p=0 n=9
deployment-infrastructure	Dev backend runs single replica	6e3e915e	1							p=1 n=2
deployment-infrastructure	All dev workload kinds use Spot VM scheduling	c437f886	2							p=4 n=5
design-system	Design Token Definition	f4a60460	10							p=2 n=37
design-system	Display Font Loading	69247ba6	1							p=1 n=0
design-system	View Transitions as route animation system	843ac40c	2							p=0 n=0
design-system	Container Query infrastructure	88359241	1							p=0 n=1
design-system	SVG Icon Component	0a98947d	4							p=18 n=0
design-system	State Placeholder Component	288ccd48	3							p=7 n=0
design-system	Page Shell Component	17bacf3c	4							p=6 n=0
design-system	Snack Bar Component	10435ee6	12							p=11 n=3
design-system	Type-scale minimum legibility floor	623f1c16	3							p=2 n=0
dev-db-access	A Cloud SQL Auth Proxy Deployment SHALL exist in the dev cluster	b5aad48e	1							p=0 n=5
dev-db-access	Local DB access SHALL be established via kubectl port-forward	969974ab	2							p=6 n=3
dev-db-access	Dev DB access procedure SHALL be discoverable from backend/AGENTS.md	d538803c	1							p=0 n=0
dev-db-access	Dev DB access SHALL use existing IAM permissions with no new service accounts	6b56a1b0	1							p=0 n=5
discover	Bubble UI Re-experience	0969bb0f	6							p=71 n=1
discover	Manual Search	090ec233	4							p=32 n=0
discover	Search bar icon explicit sizing	e4e64031	2							p=7 n=0
discover	Performance on Tab Switch	81e7a9b6	2							p=4 n=0
discover	Reset to Top 50 control	78c88b77	4							p=17 n=0
discovery-bubble-cache	Discovery bubble pool is cached in ArtistStore singleton	870d67de	5							p=34 n=0
discovery-bubble-cache	Re-entry preserves the in-session bubble field	d1347c17	4							p=25 n=0
discovery-tap-sonic-feedback	Bubble Tap Sound Character	6b05db56	4							p=12 n=0
discovery-tap-sonic-feedback	Landing Tone On Absorption	23638e52	1							p=0 n=0
discovery-tap-sonic-feedback	Sound Respects Mute and Volume Settings	b41b9dfc	3							p=13 n=0
dna-orb-color-injection	Bubble Hue Injection into Orb Particles	1ca28104	3							p=18 n=0
dna-orb-color-injection	Swirl Animation on Follow	2d9d6b0a	3							p=13 n=0
e2e-auth-testing	Playwright MCP Authenticated Session	af73d3e1	2							p=8 n=4
e2e-auth-testing	StorageState Capture Script	419eb90f	1							p=6 n=2
e2e-auth-testing	StorageState Gitignore	8a41a4f4	1							p=2 n=0
e2e-auth-testing	Password-Based Storage State Capture Path	d8984d8c	2							p=13 n=4
e2e-auth-testing	Test-User Credential File Gitignored	f8a0fffc	1							p=6 n=1
edit-mode-unfollow	Edit-mode toggle reveals per-row remove controls	e00b1170	9							p=41 n=0
edit-mode-unfollow	Edit-mode controls are accessible	58556a2f	2							p=7 n=0
edit-mode-unfollow	Remove control unfollows immediately with Undo	0debba97	3							p=31 n=0
email-provider	Zitadel SMTP configuration via Pulumi	d3b3cd12	2							p=4 n=4
email-provider	Mail subdomain DNS records for DKIM authentication	b7e96ad5	2							p=1 n=8
email-provider	ZitadelConfig interface extension	adeb4ebc	1							p=0 n=1
email-provider	SmtpConfig component isolation	86ea9b95	1							p=1 n=0
email-provider	Environment-specific Postmark Server separation	feb4f70a	1							p=0 n=1
email-verification	Trigger verification email on user creation	a5106f7e	6							p=39 n=0
email-verification	Resend verification email via RPC	b05ad4a0	8							p=39 n=0
entity-domain-logic	Home validation	77e54d89	7							p=12 n=0
entity-domain-logic	Hype validity check	da79181f	2							p=1 n=0
entity-domain-logic	Hype-based notification eligibility	be4385b7	10							p=39 n=0
entity-domain-logic	Concert proximity grouping	661ad4ff	4							p=36 n=0
entity-domain-logic	Concert proximity classification	1184e901	9							p=63 n=0
entity-domain-logic	ScrapedConcerts collection type	7f85273e	1							p=0 n=0
entity-domain-logic	ScrapedConcerts.FilterNew deduplication	57772de3	8							p=38 n=0
entity-domain-logic	ScrapedConcert JSON serialization	4aacb04f	2							p=11 n=0
entity-domain-logic	Artist filtering by MBID	f29b747d	4							p=19 n=0
entity-domain-logic	OfficialSite constructor	3d7d8ed9	2							p=14 n=0
entity-domain-logic	Venue constructor from scraped data	8a5c98a8	1							p=4 n=0
entity-domain-logic	Token ID generation	6454c2cd	2							p=0 n=0
entity-domain-logic	ScrapedConcert to Concert conversion	99b46016	3							p=62 n=0
entity-domain-logic	Parsed email data journey status mapping	97ef25a8	6							p=20 n=0
entity-domain-logic	SearchLog freshness check	c4ac16a5	3							p=3 n=0
entity-domain-logic	SearchLog pending check	ad2a8f83	3							p=3 n=0
entity-domain-logic	Concert notification payload construction	87429492	3							p=44 n=0
entity-domain-logic	Ethereum address validation	7f8e7f71	6							p=0 n=0
entity-store-layer	Per-Entity Store Ownership	edbf7f2c	4							p=12 n=0
entity-store-layer	Event-Driven Auth-Boundary Transitions	d51269e0	4							p=47 n=0
entity-store-layer	Boot Reconciliation of Unmerged Guest Data	6db12175	3							p=21 n=0
entity-store-layer	Ticket-journey status is a single source of truth	3e03617a	5							p=29 n=0
entity-test-coverage	isHypeMatched exhaustive coverage	6dbe8726	1							p=0 n=0
entity-test-coverage	hasFollow boundary cases	2c026b0a	2							p=12 n=0
entity-test-coverage	normalizeStep full legacy mapping	f426b9c6	2							p=0 n=0
entity-test-coverage	translationKey coverage	92fbc669	2							p=0 n=0
entity-test-coverage	codeToHome boundary cases	684ab5b9	1							p=0 n=0
entity-test-coverage	bytesToHex zero-padding	fb830a73	1							p=0 n=0
entity-test-coverage	bytesToDecimal multi-byte	9c3bd779	1							p=0 n=0
entity-test-coverage	uuidToFieldElement robustness	eb89fdfc	1							p=0 n=0
entity-test-coverage	artistHue empty string	ef12f6a8	1							p=2 n=0
entity-test-coverage	artistHueFromColorProfile dominantHue zero	42e2f667	1							p=2 n=0
entity-test-coverage	HYPE_TIERS completeness	81f6c94f	2							p=1 n=0
entity-test-coverage	HYPE_ORDER and LANE_ORDER completeness	67afb099	2							p=4 n=0
entity-test-coverage	Interface Possible errors completeness	12a52846	2							p=5 n=0
entity-test-coverage	Implementation error code consistency	230982cb	2							p=0 n=0
entity-test-coverage	Error code semantic correctness	87ab6fb9	3							p=1 n=0
entity-test-coverage	Error path test coverage	4af8de1c	2							p=0 n=0
entity-test-coverage	Infrastructure test go-tester compliance	085c2bfa	3							p=0 n=2
entity-test-coverage	SafePredictor interface in entity layer	751038c1	2							p=2 n=0
event-card-glow	Matched event card glow opacity	06160446	1							p=5 n=0
event-management	Generic Event Management	addc5e4d	4							p=65 n=0
event-management	Event-Type Extensibility	e1c21c6f	2							p=17 n=0
event-management	Series as Parent Aggregation	7e7d0b68	5							p=79 n=1
event-management	Multiple Performers per Event	4d5569bb	3							p=33 n=0
event-management	Concert DTO Embeds Series and Performers	1dfe3006	3							p=54 n=0
event-management	Trace context propagation across message broker	ef848cb7	2							p=2 n=0
event-management	Event Natural Key Reflects Physical Identity	6651dc4d	3							p=21 n=0
fab-action-launcher	Global thumb-zone floating launcher	29d6658d	3							p=0 n=0
fab-action-launcher	Single-tap disclosure of a labeled action list	9d197c17	4							p=11 n=0
fab-action-launcher	Per-route contextual action registration	5410403d	3							p=8 n=0
fab-action-launcher	Command and toggle action items	48338353	2							p=4 n=1
fab-action-launcher	Material 3 Expressive expansion and spring motion	49c54fb9	3							p=8 n=0
fab-action-launcher	Launcher accessibility contract	389c9e26	3							p=6 n=0
fab-action-launcher	Persisted left-handed placement	25a3131e	3							p=8 n=0
feature-flag-management	Feature flags require a documented description record on creation	b3e068de	2							p=11 n=0
feature-flag-management	Significant experiments evaluate flags only after `identify`	1e79cbcc	2							p=13 n=0
feature-flag-management	Flag evaluation always has a default value on PostHog unavailability	947b004e	2							p=0 n=0
feature-flag-management	Frontend bootstraps flags from the last-known persisted value	1ccc3139	2							p=10 n=0
feature-flag-management	Stale flags are reviewed monthly and decided at or before the kill date	9dc83c0d	2							p=3 n=0
festival-orb-effects	Stage-level escalation system	2ef7a258	9							p=34 n=0
festival-orb-effects	Growing orb with dynamic bubble boundary	95074ab8	3							p=8 n=0
festival-orb-effects	Breathing pulse animation	b0f46797	3							p=4 n=0
festival-orb-effects	Orbital particles	41a05943	4							p=6 n=0
festival-orb-effects	Light rays	54d9051a	6							p=6 n=0
festival-orb-effects	Shockwave rings on follow	02302c60	4							p=7 n=0
festival-orb-effects	Comet trail on absorption	74a1d972	3							p=2 n=0
festival-orb-effects	Ground glow	f79d7b7b	3							p=2 n=0
festival-orb-effects	Color palette accumulation	b3fac6f6	3							p=5 n=0
festival-orb-effects	Vortex flow trails inside the orb	7e27dc0b	4							p=7 n=0
festival-orb-effects	Nebula fill layers	c8573493	5							p=6 n=0
festival-orb-effects	Strobe flash on follow	f14e149f	5							p=8 n=1
festival-orb-effects	Beat sync pulsation	93375dec	5							p=9 n=0
festival-orb-effects	Orbital comet tails	4c7a5b3f	4							p=13 n=0
festival-orb-effects	Unit test coverage for stage effects	b2c509f3	4							p=8 n=0
festival-orb-effects	Unit test coverage for OrbRenderer state	e39060a8	4							p=0 n=0
festival-orb-effects	Unit test coverage for AbsorptionAnimator comet trail	8d147cad	2							p=0 n=0
follow-triggered-search	Trigger concert search on first follow	c196c77c	4							p=70 n=0
follow-triggered-search	Search errors do not affect follow operation	a699b7c1	1							p=12 n=0
follow-triggered-search	Search log check failure is non-blocking	1cc7834e	1							p=7 n=0
frontend-client-rpc-telemetry	Client-observed RPC duration is captured	4f846619	2							p=2 n=0
frontend-client-rpc-telemetry	Deadline-exceeded rate is observable	4c2e3a2d	1							p=0 n=0
frontend-client-rpc-telemetry	Telemetry is reported as aggregates, not per-request events	ba1787d2	1							p=0 n=0
frontend-client-rpc-telemetry	Pending telemetry is flushed at session end	74433255	1							p=0 n=0
frontend-client-rpc-telemetry	Telemetry honors analytics opt-out and unconfigured analytics	cd79bbed	1							p=6 n=0
frontend-client-rpc-telemetry	Telemetry carries no personally identifying request content	0fc4f943	1							p=0 n=0
frontend-entity-layer	Artist entity	f5940ae5	3							p=47 n=0
frontend-entity-layer	FollowedArtist entity	7b5db27e	2							p=42 n=0
frontend-entity-layer	Concert entity	ab290232	2							p=47 n=0
frontend-entity-layer	Single mapping point	dc825ab2	2							p=18 n=0
frontend-entity-layer	Guest state stores proto Artist	f3a8fb48	3							p=37 n=0
frontend-entity-layer	Grid view removal	6819677b	2							p=12 n=0
frontend-entity-layer	Concert region is presentation-ready	5a69b01d	3							p=15 n=0
frontend-error-handling	Global Error Handler Registration	46af09b7	2							p=1 n=0
frontend-error-handling	Error Boundary Service	67732087	3							p=9 n=0
frontend-error-handling	Error Banner UI in Root Component	ff82ad2e	4							p=14 n=1
frontend-error-handling	Router Error Handling	d4a3b4ae	4							p=8 n=0
frontend-error-handling	Declarative Async Error Handling with promise.bind	7bb47664	3							p=3 n=0
frontend-error-handling	Service Error Recovery Patterns	2acf9d60	2							p=12 n=0
frontend-hosting	Container image build pipeline	8f5cbae5	2							p=0 n=3
frontend-hosting	Kubernetes deployment configuration	6f0798ce	2							p=0 n=13
frontend-hosting	Static asset serving with caching	bdd19484	2							p=4 n=0
frontend-hosting	SPA client-side routing support	93c738ec	2							p=5 n=0
frontend-hosting	HTTPS ingress via Gateway API	84b151b4	2							p=0 n=6
frontend-hosting	GitOps deployment automation	3d44f513	2							p=2 n=19
frontend-hosting	Caddyfile configuration	c44bea7a	2							p=0 n=0
frontend-hosting	DNS and TLS infrastructure provisioning	b7bcf296	4							p=3 n=7
frontend-hosting	Caddy SHALL serve `/config.json` with no-store header	e90569ad	2							p=2 n=0
frontend-hosting	Frontend Deployment SHALL mount a per-environment runtime-config ConfigMap	b297f7ae	4							p=6 n=15
frontend-hosting	Post-deploy smoke verification SHALL assert the SPA renders	64eaa064	3							p=3 n=2
frontend-i18n	i18n Plugin Registration	f49c7446	1							p=0 n=0
frontend-i18n	Locale Detection	84382bfe	4							p=17 n=0
frontend-i18n	Translation Resource Files	9d47ea83	4							p=9 n=3
frontend-i18n	Template String Externalization	3785436b	2							p=2 n=0
frontend-i18n	TypeScript String Externalization	3aa525b2	1							p=5 n=0
frontend-i18n	Locale-Aware Date and Number Formatting	ad5ed538	2							p=2 n=0
frontend-i18n	Runtime Language Switching	f544bfd5	3							p=20 n=0
frontend-i18n	Shared Language Switching Utility	81b24406	3							p=5 n=0
frontend-i18n	Locale Sourced from Backend User Entity for Authenticated Sessions	74eac472	2							p=12 n=0
frontend-i18n	Legacy Key Removal After Entity Migration	0d34c189	2							p=3 n=4
frontend-i18n	Anonymous Locale is a Single Source of Truth	7046eb40	3							p=9 n=0
frontend-i18n	One-Time Migration of the Legacy `guest.language` Key	60f55438	4							p=2 n=0
frontend-network-timeouts	Default RPC call timeout	93913e06	3							p=6 n=0
frontend-network-timeouts	RPC timeout value is runtime-configurable	c925fdc1	3							p=3 n=0
frontend-network-timeouts	Service-Worker analytics capture is time-bounded	ec1a0a15	1							p=2 n=0
frontend-network-timeouts	Service-Worker VAPID key fetch is time-bounded	0f59aa77	1							p=1 n=0
frontend-observability	OpenTelemetry Browser SDK Integration	ef0f1910	4							p=0 n=0
frontend-observability	Connect-RPC Error Instrumentation	236bc4d1	3							p=1 n=0
frontend-observability	ILogger OpenTelemetry Sink	caa0b92f	6							p=2 n=0
frontend-onboarding-flow	Interactive Artist Discovery (Bubble Network UI)	405304e2	6							p=103 n=0
frontend-onboarding-flow	Single-Flag Onboarding State	8f1087f4	7							p=37 n=1
frontend-onboarding-flow	Final onboarding step is a non-blocking analytics transparency notice	1d29de3c	3							p=17 n=0
frontend-performance-instrumentation	Long animation frames reported to analytics	8a8c2bf6	1							p=2 n=0
frontend-performance-instrumentation	Core Web Vitals reported to analytics	12ee17ec	1							p=3 n=0
frontend-performance-instrumentation	Slow interactions reported to analytics	6e83a990	1							p=6 n=0
frontend-plain-date-lib	Calendar arithmetic SHALL be exposed through an implementation-agnostic interface with `CalendarDate` boundary values	a5384c76	2							p=0 n=0
frontend-plain-date-lib	The library SHALL implement a fixed calendar-arithmetic contract	9ad829fa	3							p=3 n=0
frontend-plain-date-lib	Invalid calendar components SHALL NOT silently roll over	bc4cd464	1							p=1 n=0
frontend-plain-date-lib	Two interchangeable engines SHALL satisfy the contract identically	57dce3d5	2							p=0 n=0
frontend-plain-date-lib	The active engine SHALL be selected at build time, defaulting to the `Date` engine	cf6804e6	2							p=0 n=0
frontend-plain-date-lib	The production bundle SHALL contain no Temporal polyfill	485cbf51	3							p=0 n=3
frontend-route-guard	Global Auth Hook	07ae060d	4							p=35 n=0
frontend-route-guard	Settings Reachable During Onboarding	fa30faf8	1							p=13 n=0
frontend-route-guard	Welcome Reachable During Onboarding	344d0976	1							p=13 n=0
frontend-router-query-params	Route loading hooks read query parameters via RouteNode	392dd985	3							p=7 n=0
frontend-runtime-config	Frontend SPA SHALL load environment configuration from `/config.json` at bootstrap	294cc05d	4							p=5 n=0
frontend-runtime-config	`/config.json` SHALL conform to the AppConfig schema	f7e145cb	3							p=4 n=0
frontend-runtime-config	Bootstrap SHALL cross-check the configured environment against the page host	87474119	4							p=3 n=3
frontend-runtime-config	A checked-in `public/config.json` SHALL provide dev defaults	dc51c2ae	2							p=0 n=1
frontend-runtime-config	The Service Worker SHALL bypass any cache for `/config.json`	852b5f1f	3							p=3 n=1
frontend-runtime-config	Bootstrap failures SHALL surface a static error page	b260d537	2							p=0 n=0
frontend-store-cache	Shared stale-while-revalidate cache primitive	0821d958	4							p=0 n=0
frontend-store-cache	In-flight request coalescing	307d76ca	1							p=0 n=0
frontend-store-cache	Complete cache keys	488c05c6	2							p=13 n=0
frontend-store-cache	Explicit invalidation on mutations	b61d8d20	4							p=51 n=0
frontend-store-cache	Revalidation on route entry and PWA resume	c2c228cd	3							p=3 n=0
frontend-store-cache	Caching scope is limited to audited read resources	9ed42f02	3							p=41 n=0
frontend-testing	Test infrastructure provides shared mock factories	2c40288d	4							p=2 n=1
frontend-testing	Vitest environment is managed by vitest, not manually	9fc94f14	3							p=1 n=7
frontend-testing	Aurelia template module graph is contained in tests	42951e01	3							p=4 n=3
frontend-testing	CE composition integration tests verify layout propagation	5e3675f1	4							p=16 n=0
frontend-testing	Dashboard-route has integration tests	658a9d09	5							p=20 n=0
frontend-testing	Per-file vitest environment annotations optimize execution	4001a092	4							p=4 n=10
frontend-testing	Color generator produces deterministic colors	705378d7	3							p=8 n=0
frontend-testing	Dashboard service groups concerts by date	03733cb4	3							p=28 n=0
frontend-testing	Onboarding service routes based on completion status	3c286657	4							p=24 n=0
frontend-testing	Toast notification service manages toast lifecycle	9a68cd6f	3							p=10 n=0
frontend-testing	Event card computes display properties	9b50e9e0	2							p=16 n=0
frontend-testing	Live highway displays grouped events	375530cd	2							p=4 n=0
frontend-testing	Auth status delegates to auth service	1e87fec3	3							p=0 n=0
frontend-testing	MyApp showNav hides navigation on fullscreen routes	186006a4	2							p=3 n=0
frontend-testing	Auth hook guards all authenticated routes	11984fe6	4							p=9 n=0
frontend-testing	Auth retry interceptor refreshes tokens on Unauthenticated errors	a3aa065a	3							p=4 n=0
frontend-testing	Retry interceptor applies exponential backoff on transient errors	c7161a2a	4							p=0 n=0
frontend-testing	Artist discovery service manages bubble state with optimistic follow	00bee30a	6							p=35 n=0
frontend-testing	gRPC transport injects auth headers	3e24f6b4	2							p=6 n=0
frontend-testing	Concert service forwards RPC calls with AbortSignal	8b93bbcd	3							p=19 n=0
frontend-testing	Error boundary service captures and sanitizes errors	73a2803f	5							p=3 n=0
frontend-testing	Dashboard route manages stale data on reload failure	abc8969b	4							p=2 n=0
frontend-testing	Discover page debounces search with stale response guard	4d5943aa	4							p=11 n=0
frontend-testing	Artist discovery page dismisses guidance overlay	856e9013	3							p=13 n=4
frontend-testing	Event detail sheet computes URLs and handles touch dismiss	b731b0e7	4							p=10 n=0
frontend-testing	Test mock helpers cover all tested DI interfaces	63fdf3e0	3							p=1 n=3
frontend-testing	Mock helpers cover INavDimmingService and ILocalStorage	912c785a	2							p=0 n=2
frontend-testing	Timer cleanup uses afterEach unconditionally	ce615540	3							p=0 n=0
frontend-testing	Coverage reporting is configured	7b20667b	4							p=0 n=4
frontend-testing	Global fixture cleanup awaits all stop() calls	b15f208e	2							p=0 n=0
frontend-testing	All afterEach hooks prevent test state pollution	41edc308	1							p=0 n=0
frontend-testing	Mock helpers return typed Partial interfaces	316f94a7	3							p=1 n=0
frontend-testing	No deprecated Aurelia testing APIs are used	9241839a	2							p=0 n=1
frontend-testing	Component integration tests use createFixture with official assertion helpers	1f9efd8a	6							p=3 n=0
frontend-testing	Smoke tests use meaningful DOM assertions	87baade7	2							p=0 n=1
frontend-testing	Bottom nav bar has component integration tests	b7859ab7	2							p=3 n=0
frontend-testing	Snack bar service logic is tested	295f260c	2							p=5 n=2
frontend-testing	User home selector has component integration tests	5201f2e0	2							p=7 n=0
frontend-testing	Post-signup dialog has component integration tests	e817a4fc	2							p=5 n=0
frontend-testing	Error banner has component integration tests	357c460d	2							p=3 n=0
frontend-testing	Settings route has component integration tests	963a0803	3							p=4 n=0
frontend-testing	Concert highway CE has component integration tests	1145556a	4							p=11 n=0
frontend-testing	Welcome route has component integration tests	6f65bee1	4							p=10 n=0
frontend-testing	Custom attribute tests use createFixture with style verification	d65f734f	1							p=0 n=0
frontend-testing	Value converter tests include fixture integration tests	be7fef2a	1							p=0 n=0
gcp-cost-guardrails	Places API Daily Quota Limit (Dev)	c1c9b380	2							p=5 n=3
gcp-cost-guardrails	Vertex AI Per-Minute Quota Limit (Dev)	acc1298a	3							p=15 n=3
gcp-cost-guardrails	Project Billing Budget Alert	f00fc8ea	5							p=2 n=7
gemini-grounded-extract-and-coerce	ConcertSearcher executes a two-step Gemini call sequence per Search invocation	04c5adf9	5							p=11 n=0
gemini-grounded-extract-and-coerce	Step 1 runs a single grounded slice per the default slice configuration	dd30bb79	2							p=5 n=0
gemini-grounded-extract-and-coerce	Step 1 tools MUST be {GoogleSearch, URLContext} together; no schema	cb2361ff	2							p=0 n=0
gemini-grounded-extract-and-coerce	Step 1 emits a per-field XML envelope with `<tour>` and `<standalone>` blocks	3a2f9f8e	3							p=18 n=0
gemini-grounded-extract-and-coerce	Step 1 fills in missing years from page context for partial dates	20c4c586	3							p=4 n=0
gemini-grounded-extract-and-coerce	Step 1 uses a single consolidated English extraction instruction	640863c5	2							p=19 n=1
gemini-grounded-extract-and-coerce	Step 1 prompt template uses three positional placeholders	b430de47	1							p=8 n=0
gemini-grounded-extract-and-coerce	Go-side verbatim parse extracts title, source_url, venue, country, and raw date/time strings	ae9d1aa4	3							p=15 n=0
gemini-grounded-extract-and-coerce	Step 1 slice envelopes are merged by concatenation, not URL grouping	b106e31d	3							p=7 n=0
gemini-grounded-extract-and-coerce	Step 2 receives only the JSON-coercion-relevant fields	69f3b051	2							p=13 n=0
gemini-grounded-extract-and-coerce	Step 2 tools MUST be empty; responseJSONSchema MUST be set	fbf55d59	2							p=0 n=0
gemini-grounded-extract-and-coerce	Step 2's coerced output is joined back to EventDraft by index	ef819026	2							p=11 n=0
gemini-grounded-extract-and-coerce	Deduplication keys on (local_date, venue, start_time)	c93f14f8	3							p=6 n=0
gemini-grounded-extract-and-coerce	SearchMetadata exposes Step1Grounded and Step2Parse	c8352939	2							p=2 n=0
gemini-grounded-extract-and-coerce	A/B harness emits per-step sub-objects in raw response files	68b0327f	1							p=0 n=1
gemini-grounded-extract-and-coerce	cmd/smoke-diff reports per-event evaluation breakdown for a single smoke run	f6683a11	3							p=23 n=1
gemini-grounded-extract-and-coerce	parseStep1Envelope Preserves Tour Grouping On EventDraft	33502a0f	3							p=12 n=0
gemini-grounded-extract-and-coerce	Step 1 extracts every field in the source page's original language	d55a01bc	2							p=9 n=0
gemini-grounded-extract-and-coerce	Step 1 selects the tour-specific page as source_url	4b4c478f	2							p=6 n=0
gemini-searcher-config	GCPConfig exposes per-step Gemini search model fields	9d58add6	3							p=3 n=0
gemini-searcher-config	Helper methods resolve per-step model with env-var precedence over defaults	3161d32b	3							p=4 n=0
gemini-searcher-config	Config passes per-step models through DI into gemini.Config	11de1652	4							p=0 n=4
gemini-searcher-config	Configurable search-cache TTL with env-var precedence over default	e9b27289	4							p=14 n=0
gemini-searcher-config	Configurable discovery-skip window with env-var precedence over default	fa8fc204	4							p=17 n=0
geo-location	GeoLocation Proto Entity	0bebcc9b	3							p=18 n=0
geo-location	GeoLocation Field Validation	145fa2a5	3							p=6 n=0
gke-gateway-infrastructure	Gateway API Resource Creation	093fb1b2	2							p=0 n=2
gke-gateway-infrastructure	HTTPRoute API Routing	46c1f362	2							p=1 n=0
gke-gateway-infrastructure	GatewayClass Selection	b1783e07	1							p=0 n=3
gke-gateway-infrastructure	Cross-Namespace Routing	18c2dc2a	1							p=0 n=7
gke-gateway-infrastructure	Certificate Management Annotation	f942d1dc	1							p=0 n=2
gke-gateway-infrastructure	Policy Attachment for Gateway Configuration	806132d2	1							p=2 n=0
gke-standard-infrastructure	Standard zonal GKE cluster for dev	3c1b3f84	2							p=0 n=3
gke-standard-infrastructure	Dev cluster nodes SHALL have public external IPs	92f7caab	2							p=1 n=2
gke-standard-infrastructure	Standard cluster Spot nodeSelector	4662f226	1							p=0 n=4
